SampleID,X.SampleID,Variety,SMC_perc_GravWaterCont_OutlierRmv,SRL_giaroots_OutlierRmv,PseudoRep,Block,Plot,VarRep,Ecotype,Origin,Y_coord,X_coord,SampleSite,Date,Date_Julian,Variety_ID,Avg_root_width_diam,Network_area,Network_perimeter,SRL_giaroots,Network_surface_area,Network_length,Network_volume,DNARootWetWt_g,EnvWt_g,WetRoot_EnvWt_g,DryRoot_g,WetRootWeight_total_g,DryWetRoot_ratio,DryRootWt_total_g,SRL,SRL_log,SRL_giaroots_log,RLD,RLD_OutlierRmv,pct_water_soil,pctN_soil,pct_Ndfa_sl,sfix_rate_gN_d,fix_rate_ugN_gsoil_d,NO3_ugperG.T0,NH4_ugperG.T0,NO3_ugperG.T7,NH4_ugperG.T7,days,min,nit,pct_water_rt,pctN_roots,pct_Ndfa_rt,rfix_rate_gN_d,fix_rate_ugN_groots_d,Notes_SR,harvest_year,harvest_date,planting_year,moisture_at_harvest_percent,dry_matter_yield_tons_acre,dry_matter_yield_mg_ha,inorg_N_ugperG.T0,SMC_perc_GravWaterCont,SMC_flag,Notes_TMC,fumigated_DOC_concentration_ugC_gsoil,fumigated_TN_concentration_ugN_gsoil,unfumigated_DOC_concentration_ugC_gsoil,unfumigated_TN_concentration_ugN_gsoil,ugC_MicBiomass_g_dry_soil,ugN_MicBiomass_g_dry_soil,MicBiomass_CN_ratio,DOC_TN_ratio,NO3_ugN_g_drysoil_K2SO4,NH4_ugN_g_drysoil_K2SO4,NO3_ugN_g_drysoil_K2SO4_SMCOutRmv,NH4_ugN_g_drysoil_K2SO4_SMCOutRmv,RootSieving_Date,DNAExtraction_Date,DNAextraction_notes
I5,TMCI5,NE28,6.609808102,380.6751406,2,Two,35,NE28_2,Upland,Native,8,5,Rhizosphere,20-Jul,202,I,0.040995279,19.99531191,1237.052174,380.6751406,80.82665682,627.5826087,1.648604129,0.249,2.9314,4.7167,0.4398,2.0343,0.246345152,0.501139943,1252.310093,7.132745199,5.941946362,6.392814594,6.392814594,16.72,0.07006982,0.886290909,3.07E-06,0.714640325,2.144277108,1.842036145,0.163781928,0.009067229,7,-0.544780585,-0.282927883,70.5,0.527502798,0.00922722,2.00E-08,0.055946949,,2016,11/4/2016,2009,0.62,2.7,6.0526,3.986313253,6.609808102,NA,,188.7456787,29.87281707,68.31297351,13.42956307,267.6282338,30.45047037,8.788968793,5.08676069,1.58,1.47,1.58,1.47,14-Apr,9/30/2016,
E3,TMCE3,Shelter,5.285412262,575.8560507,3,One,18,Shelter_1,Upland,Bred,10,1,Rhizosphere,13-Jul,195,E,0.035861375,9.6263138,638.6347826,575.8560507,35.85291383,318.2347826,0.552629051,0,2.8605,3.4431,0.0839,0.5826,0.144009612,0.0839,3793.024822,8.240919086,6.355857717,3.241670394,3.241670394,14.91,0.10555852,1.029063588,5.00E-06,1.11870679,0.486036145,3.320566265,0.307550602,1.443813253,7,-0.293605508,-0.025497935,75.75,0.521708311,0.29005092,4.01E-07,1.558413758,,2016,11/4/2016,2010,0.46,4.1,9.19098,3.80660241,5.285412262,NA,dropped root DNA sample on the ground so added to total weight ,140.082892,28.99798689,57.65656947,9.795394097,183.1696057,35.56035703,5.150949569,5.886089819,0.84,1.47,0.84,1.47,1/10/2018,9/20/2016,
K11,TMCK11,Kanlow,14.24731183,518.6701442,2,Four,41,Kanlow_4,Lowland,Bred,2,8,Rhizosphere,27-Jul,209,K,0.032764292,10.53875236,743.2086957,518.6701442,45.23282237,439.4434783,0.847250383,0.2542,2.9033,4.1561,0.3834,1.507,0.306034483,0.461193966,952.8387428,6.859445679,6.251268121,4.476352025,4.476352025,15.63,0.100501253,0.525045973,2.86E-06,0.676509977,1.398885542,1.886963855,3.504361446,1.001071084,7,0.174226162,0.300782272,76.7,0.525049116,0.000428449,7.12E-10,0.002884061,,2016,11/4/2016,2009,0.45,3.7,8.2943,3.285849398,14.24731183,NA,,144.2020447,29.25191733,89.75714411,10.6794608,120.9886679,34.39343801,3.517783476,8.404651301,1.8,1.48,1.8,1.48,3/7/2017,9/30/2016,
K11,TMCSGendoK11,Kanlow,14.24731183,518.6701442,2,Four,41,Kanlow_4,Lowland,Bred,2,8,Endosphere,27-Jul,209,K,0.032764292,10.53875236,743.2086957,518.6701442,45.23282237,439.4434783,0.847250383,0.2542,2.9033,4.1561,0.3834,1.507,0.306034483,0.461193966,952.8387428,6.859445679,6.251268121,4.476352025,4.476352025,15.63,0.100501253,0.525045973,2.86E-06,0.676509977,1.398885542,1.886963855,3.504361446,1.001071084,7,0.174226162,0.300782272,76.7,0.525049116,0.000428449,7.12E-10,0.002884061,,2016,42678,2009,0.45,3.7,8.2943,3.285849398,14.24731183,NA,,144.2020447,29.25191733,89.75714411,10.6794608,120.9886679,34.39343801,3.517783476,8.404651301,1.8,1.48,1.8,1.48,3/7/2017,12/18/2017,
L7,TMCL7,EG1102,9.628008753,422.8578827,1,Three,48,EG1102_3,Lowland,Bred,6,12,Rhizosphere,27-Jul,209,L,0.03874286,18.36914934,1103.991304,422.8578827,75.69993409,621.9478261,1.470819988,0.2453,2.8698,4.7222,0.1992,2.0977,0.107536169,0.225578622,2757.122194,7.921942731,6.047036148,6.335416381,6.335416381,14.75,0.091518373,0.437555887,2.18E-06,0.51338978,1.034971084,3.471686747,1.196710843,0.893244578,7,-0.345243201,0.02310568,81.43,0.437903153,0.032367909,4.49E-08,0.181718069,,2016,11/4/2016,2010,0.45,4.2,9.41515,4.506657831,9.628008753,NA,,133.0703491,26.9984853,95.18384571,12.13781051,84.19222981,27.51976813,3.059336453,7.841928792,1.53,1.49,1.53,1.49,3/24/2017,9/30/2016,
K8,TMCK8,Kanlow,6.196581197,845.2286212,2,Three,44,Kanlow_3,Lowland,Bred,5,4,Rhizosphere,27-Jul,209,K,0.029931243,13.84816635,1046.843478,845.2286212,54.55232887,580.1478261,0.686379769,0.2536,2.8657,3.6351,0.1313,1.023,0.170652456,0.174577463,3323.154182,8.108669666,6.739607148,5.909624387,5.909624387,15.69,0.101626698,0.592907801,3.37E-06,0.77250336,0.296931325,1.931891566,0.010905181,0.490937349,7,-0.24671148,-0.040860878,79.09,0.554040144,0.554311696,8.15E-07,3.937319643,,2016,11/4/2016,2009,0.45,4.5,10.08766,2.228822892,6.196581197,NA,,140.8628218,25.81673042,90.94915301,11.37783794,110.9192641,26.73868977,4.148268485,7.993535634,1.5,1.49,1.5,1.49,3/7/2017,9/30/2016,
K8,TMCSGendoK8,Kanlow,6.196581197,845.2286212,2,Three,44,Kanlow_3,Lowland,Bred,5,4,Endosphere,27-Jul,209,K,0.029931243,13.84816635,1046.843478,845.2286212,54.55232887,580.1478261,0.686379769,0.2536,2.8657,3.6351,0.1313,1.023,0.170652456,0.174577463,3323.154182,8.108669666,6.739607148,5.909624387,5.909624387,15.69,0.101626698,0.592907801,3.37E-06,0.77250336,0.296931325,1.931891566,0.010905181,0.490937349,7,-0.24671148,-0.040860878,79.09,0.554040144,0.554311696,8.15E-07,3.937319643,,2016,42678,2009,0.45,4.5,10.08766,2.228822892,6.196581197,NA,,140.8628218,25.81673042,90.94915301,11.37783794,110.9192641,26.73868977,4.148268485,7.993535634,1.5,1.49,1.5,1.49,3/7/2017,12/18/2017,
J3,TMCJ3,Alamo,6.823027719,231.809208,3,One,38,Alamo_1,Lowland,Native,10,6,Rhizosphere,27-Jul,209,J,0.051044972,16.18011342,796.8173913,231.809208,64.89800969,404.6956522,1.745813532,0.2464,2.9091,4.2533,0.2111,1.5906,0.157045083,0.249795908,1620.105209,7.39024637,5.445914654,4.122396376,4.122396376,12.87,0.113870673,0.296813496,1.94E-06,0.433312214,1.167712048,1.344972289,1.703168675,0.55546988,7,-0.036292255,0.076493804,78.21,0.542896418,0.018483337,2.66E-08,0.128647918,,2016,11/4/2016,2009,0.42,5.3,11.88102,2.512684337,6.823027719,NA,,121.764427,22.67246784,85.94059632,11.95168143,79.60851272,19.85330817,4.009836146,7.190669934,1.29,1.53,1.29,1.53,2/17/2017,9/23/2016,
J3,TMCSGendoJ3,Alamo,6.823027719,231.809208,3,One,38,Alamo_1,Lowland,Native,10,6,Endosphere,27-Jul,209,J,0.051044972,16.18011342,796.8173913,231.809208,64.89800969,404.6956522,1.745813532,0.2464,2.9091,4.2533,0.2111,1.5906,0.157045083,0.249795908,1620.105209,7.39024637,5.445914654,4.122396376,4.122396376,12.87,0.113870673,0.296813496,1.94E-06,0.433312214,1.167712048,1.344972289,1.703168675,0.55546988,7,-0.036292255,0.076493804,78.21,0.542896418,0.018483337,2.66E-08,0.128647918,,2016,42678,2009,0.42,5.3,11.88102,2.512684337,6.823027719,NA,,121.764427,22.67246784,85.94059632,11.95168143,79.60851272,19.85330817,4.009836146,7.190669934,1.29,1.53,1.29,1.53,2/17/2017,12/18/2017,
J10,TMCJ10,Alamo,8.910891089,305.6441973,1,Four,37,Alamo_4,Lowland,Native,3,1,Rhizosphere,27-Jul,209,J,0.045545926,16.27780718,848.3304348,305.6441973,68.3556487,477.7217391,1.562999538,0.2556,2.8772,4.3949,0.2277,1.7733,0.15002965,0.266047579,1795.62521,7.493108547,5.722421672,4.866270134,4.866270134,16.19,0.093869665,0.539096517,2.87E-06,0.648779609,1.195893976,2.49553012,2.548626506,2.190838554,7,0.149720138,0.193247504,86.47,0.537645322,0.007287765,7.89E-09,0.050233755,,2016,11/4/2016,2009,0.46,2.9,6.50094,3.691424096,8.910891089,NA,,190.3322558,38.0835329,63.61913456,10.45173035,281.5847138,51.17000472,5.502925304,6.086947561,1.51,1.54,1.51,1.54,2/17/2017,9/30/2016,
J10,TMCSGendoJ10,Alamo,8.910891089,305.6441973,1,Four,37,Alamo_4,Lowland,Native,3,1,Endosphere,27-Jul,209,J,0.045545926,16.27780718,848.3304348,305.6441973,68.3556487,477.7217391,1.562999538,0.2556,2.8772,4.3949,0.2277,1.7733,0.15002965,0.266047579,1795.62521,7.493108547,5.722421672,4.866270134,4.866270134,16.19,0.093869665,0.539096517,2.87E-06,0.648779609,1.195893976,2.49553012,2.548626506,2.190838554,7,0.149720138,0.193247504,86.47,0.537645322,0.007287765,7.89E-09,0.050233755,,2016,42678,2009,0.46,2.9,6.50094,3.691424096,8.910891089,NA,,190.3322558,38.0835329,63.61913456,10.45173035,281.5847138,51.17000472,5.502925304,6.086947561,1.51,1.54,1.51,1.54,2/17/2017,12/18/2017,
K6,TMCK6,Kanlow,7.310704961,775.7665827,3,Two,43,Kanlow_2,Lowland,Bred,7,7,Rhizosphere,27-Jul,209,K,0.033105761,5.885519849,406.5478261,775.7665827,21.96943486,211.2347826,0.272291676,0.2498,2.8765,2.9964,0.0118,0.3697,0.098415346,0.036384153,5805.680839,8.666592172,6.653851679,2.151724382,2.151724382,14.66,0.069911671,1.064323535,4.35E-06,0.953956878,0.838514458,1.290650602,0.025567952,0.36636506,7,-0.248176007,-0.116135215,79.9,0.555374593,0.191775194,2.69E-07,1.365475259,exetainer may not have been sealed - no positive pressure when opening,2016,11/4/2016,2009,0.45,4.3,9.63932,2.12916506,7.310704961,NA,,135.4124865,23.00819391,64.00201318,7.364828182,158.6899406,28.96919579,5.477885605,8.69022489,1.39,1.54,1.39,1.54,3/7/2017,9/30/2016,
K6,TMCSGendoK6,Kanlow,7.310704961,775.7665827,3,Two,43,Kanlow_2,Lowland,Bred,7,7,Endosphere,27-Jul,209,K,0.033105761,5.885519849,406.5478261,775.7665827,21.96943486,211.2347826,0.272291676,0.2498,2.8765,2.9964,0.0118,0.3697,0.098415346,0.036384153,5805.680839,8.666592172,6.653851679,2.151724382,2.151724382,14.66,0.069911671,1.064323535,4.35E-06,0.953956878,0.838514458,1.290650602,0.025567952,0.36636506,7,-0.248176007,-0.116135215,79.9,0.555374593,0.191775194,2.69E-07,1.365475259,exetainer may not have been sealed - no positive pressure when opening,2016,42678,2009,0.45,4.3,9.63932,2.12916506,7.310704961,NA,,135.4124865,23.00819391,64.00201318,7.364828182,158.6899406,28.96919579,5.477885605,8.69022489,1.39,1.54,1.39,1.54,3/7/2017,12/18/2017,
B4,TMCB4,Dacotah,4.771784232,274.7131214,1,Two,7,Dacotah_2,Upland,Bred,9,3,Rhizosphere,28-Jun,180,B,0.048610005,19.44400756,946.2434783,274.7131214,84.20452889,551.3913043,2.007153141,0.2473,2.845,5.0371,0.6028,2.4394,0.274987455,0.670804398,821.9852259,6.711722422,5.615727358,5.616698628,5.616698628,14.35,0.121948535,0.445218681,3.29E-06,0.761483395,1.248581928,4.978807229,2.687493976,0.434573494,7,-0.443617384,0.205558864,60.09,0.831194088,-0.000500233,-2.60E-09,-0.005823395,added double the glucose and shook out most,2016,11/4/2016,2009,0.71,1.3,2.91421,6.227389157,4.771784232,NA,,103.0043096,15.09960407,42.00708479,4.935550821,135.5493885,18.82232083,7.201523644,8.511123948,0.9,1.55,0.9,1.55,4/10/2017,9/27/2016,
H3,TMCH3,Trailblazer,7.543103448,445.5155415,3,One,30,Trailblazer_1,Upland,Bred,10,10,Rhizosphere,20-Jul,202,H,0.038543046,5.331417769,336.7826087,445.5155415,21.14592327,174.6347826,0.391983593,0,2.844,3.2042,0.0422,0.3602,0.117157135,0.0422,4138.264991,8.328031895,6.099232132,1.778901728,1.778901728,16.98,0.122549189,0.55299639,3.41E-06,0.779853385,3.022409639,2.054421687,4.537698795,0.714759036,7,0.025089501,0.21646988,89.46,0.596060038,0.147050562,1.18E-07,1.007482338,,2016,11/4/2016,2009,0.45,3.9,8.74264,5.076831325,7.543103448,NA,Not enough forroot  DNA; This weight could be off - dropped some roots during weighing ,125.522013,23.56276597,82.42662601,22.07111906,95.76752667,2.762309097,34.66937381,3.734592061,1.08,1.56,1.08,1.56,3-Mar,9/23/2016,
J11,TMCJ11,Alamo,10.73825503,601.269677,2,Four,37,Alamo_4,Lowland,Native,2,1,Rhizosphere,27-Jul,209,J,0.035380879,10.21111531,630.7565217,601.269677,42.02910421,378.1217391,0.628872124,0.2498,2.9077,3.6696,0.1195,1.0117,0.15684473,0.158679814,2382.922758,7.776083063,6.399043548,3.851703566,3.851703566,16.19,0.093869665,0.539096517,2.87E-06,0.648779609,1.195893976,2.49553012,2.548626506,2.190838554,7,0.149720138,0.193247504,86.47,0.537645322,0.007287765,7.89E-09,0.050233755,,2016,11/4/2016,2009,0.46,2.9,6.50094,3.691424096,10.73825503,NA,,149.3060988,29.55376028,77.7643166,15.00454094,158.9817382,26.94299878,5.900669762,5.182718812,1.66,1.57,1.66,1.57,2/17/2017,9/30/2016,
J11,TMCSGendoJ11,Alamo,10.73825503,601.269677,2,Four,37,Alamo_4,Lowland,Native,2,1,Endosphere,27-Jul,209,J,0.035380879,10.21111531,630.7565217,601.269677,42.02910421,378.1217391,0.628872124,0.2498,2.9077,3.6696,0.1195,1.0117,0.15684473,0.158679814,2382.922758,7.776083063,6.399043548,3.851703566,3.851703566,16.19,0.093869665,0.539096517,2.87E-06,0.648779609,1.195893976,2.49553012,2.548626506,2.190838554,7,0.149720138,0.193247504,86.47,0.537645322,0.007287765,7.89E-09,0.050233755,,2016,42678,2009,0.46,2.9,6.50094,3.691424096,10.73825503,NA,,149.3060988,29.55376028,77.7643166,15.00454094,158.9817382,26.94299878,5.900669762,5.182718812,1.66,1.57,1.66,1.57,2/17/2017,12/18/2017,
G9,TMCG9,Cave-in-Rock,6.852248394,321.2019277,3,Three,28,Cave-in-Rock_3,Upland,Native,4,6,Rhizosphere,20-Jul,202,G,0.045530563,29.29996219,1555.330435,321.2019277,116.391035,813.7043478,2.53331091,0.2569,2.1473,4.8667,0.3737,2.9763,0.137420019,0.409003203,1989.481603,7.595629383,5.772069984,8.288727185,8.288727185,17.45,0.116776694,0.772887583,4.73E-06,1.038610551,0.006980133,3.880120482,0.054689277,3.357325301,7,-0.067869434,0.006815592,81.92,0.505793115,0.038453792,4.85E-08,0.223559347,,2016,11/4/2016,2009,0.48,4.7,10.536,3.887100614,6.852248394,NA,,113.1821442,22.43411776,91.31634854,16.04125384,48.59065697,11.83863689,4.104413153,5.692594198,1.36,1.58,1.36,1.58,2/2/2017,9/28/2016,
G9,TMCSGendoG9,Cave-in-Rock,6.852248394,321.2019277,3,Three,28,Cave-in-Rock_3,Upland,Native,4,6,Endosphere,20-Jul,202,G,0.045530563,29.29996219,1555.330435,321.2019277,116.391035,813.7043478,2.53331091,0.2569,2.1473,4.8667,0.3737,2.9763,0.137420019,0.409003203,1989.481603,7.595629383,5.772069984,8.288727185,8.288727185,17.45,0.116776694,0.772887583,4.73E-06,1.038610551,0.006980133,3.880120482,0.054689277,3.357325301,7,-0.067869434,0.006815592,81.92,0.505793115,0.038453792,4.85E-08,0.223559347,,2016,42678,2009,0.48,4.7,10.536,3.887100614,6.852248394,NA,,113.1821442,22.43411776,91.31634854,16.04125384,48.59065697,11.83863689,4.104413153,5.692594198,1.36,1.58,1.36,1.58,2/2/2017,12/18/2017,
E1,TMCE1,Shelter,6.170212766,441.0574322,1,One,18,Shelter_1,Upland,Bred,12,1,Rhizosphere,13-Jul,195,E,0.039069844,15.3626465,940.6956522,441.0574322,60.81682918,495.4869565,1.123406886,0.2432,2.8346,3.8248,0.1874,1.2334,0.189254696,0.233426742,2122.665776,7.660428019,6.089175099,5.047233946,5.047233946,14.91,0.10555852,1.029063588,5.00E-06,1.11870679,0.486036145,3.320566265,0.307550602,1.443813253,7,-0.293605508,-0.025497935,75.75,0.521708311,0.29005092,4.01E-07,1.558413758,,2016,11/4/2016,2010,0.46,4.1,9.19098,3.80660241,6.170212766,NA,,140.9745304,30.85380535,59.95855658,10.74543921,180.0354973,37.23771508,4.8347622,5.579907476,1.17,1.63,1.17,1.63,1/10/2018,9/20/2016,
C9,TMCC9,EG2101,6.170212766,774.379568,3,Three,12,EG2101_3,Upland,Bred,4,2,Rhizosphere,13-Jul,195,C,0.031220691,13.3773913,992.773913,774.379568,50.29680533,512.8,0.662207555,0.2516,2.8394,3.5623,0.1013,0.9745,0.140130032,0.136556716,3755.216257,8.230901154,6.652062151,5.223591729,5.223591729,16.26,0.096687539,1.124234647,4.74E-06,1.119459128,0.440291566,4.247710843,2.315819277,0.798079518,7,-0.224871945,0.26793253,86.13,0.592046743,0.015676378,1.41E-08,0.095583406,,2016,11/4/2016,2010,0.55,3.8,8.51847,4.68800241,6.170212766,NA,,148.5791944,30.89462115,62.37398332,13.33536014,191.5671358,32.51715002,5.891264631,4.677337745,1,1.64,1,1.64,1/9/2018,9/27/2016,
D5,TMCD5,EG1101,6.837606838,373.5972184,2,Two,15,EG1101_2,Lowland,Bred,8,1,Rhizosphere,13-Jul,195,D,0.041122662,5.561436673,333.0086957,373.5972184,21.12772685,163.5391304,0.437741831,0,2.926,3.389,0.0555,0.463,0.11987041,0.0555,2946.650998,7.98842455,5.923178261,1.66587685,1.66587685,15.55,0.079606572,1.261688435,4.34E-06,1.034384048,0.570173494,1.793024096,0.258946988,0.7797,7,-0.189221515,-0.044460929,80.65,0.385250737,0.664012346,5.45E-07,2.634513346,,2016,11/4/2016,2010,0.5,4.7,10.536,2.36319759,6.837606838,NA,too little for root DNA sample,142.5391549,26.55723321,67.94857222,15.36822745,165.7568504,20.72038103,7.999700882,4.421366904,0.78,1.65,0.78,1.65,8/29/2017,9/27/2016,
F3,TMCF3,Southlow,9.409190372,435.3175143,3,One,22,Southlow_1,Upland,Native,10,12,Rhizosphere,20-Jul,202,F,0.039551966,26.91962193,1601.504348,435.3175143,109.1282477,878.2521739,2.017497907,0.2513,2.8873,5.1135,0.3369,2.4775,0.151334112,0.374930262,2342.441414,7.758949004,6.076075683,8.946237892,8.946237892,16.66,0.109590777,0.730951952,4.03E-06,0.921813489,1.46750241,5.652722892,1.053963253,0.684330723,7,-0.768847332,-0.059077022,86.83,0.63789674,0.160127315,1.61E-07,1.17407692,,2016,11/4/2016,2009,0.46,4.1,9.19098,7.120225301,9.409190372,NA,,163.5534162,36.06685482,126.7673393,27.76712875,81.74683753,15.36986309,5.318644483,4.56537442,1.24,1.67,1.24,1.67,1/27/2017,9/20/2016,
F3,TMCSGendoF3,Southlow,9.409190372,435.3175143,3,One,22,Southlow_1,Upland,Native,10,12,Endosphere,20-Jul,202,F,0.039551966,26.91962193,1601.504348,435.3175143,109.1282477,878.2521739,2.017497907,0.2513,2.8873,5.1135,0.3369,2.4775,0.151334112,0.374930262,2342.441414,7.758949004,6.076075683,8.946237892,8.946237892,16.66,0.109590777,0.730951952,4.03E-06,0.921813489,1.46750241,5.652722892,1.053963253,0.684330723,7,-0.768847332,-0.059077022,86.83,0.63789674,0.160127315,1.61E-07,1.17407692,,2016,42678,2009,0.46,4.1,9.19098,7.120225301,9.409190372,NA,,163.5534162,36.06685482,126.7673393,27.76712875,81.74683753,15.36986309,5.318644483,4.56537442,1.24,1.67,1.24,1.67,1/27/2017,12/18/2017,
B2,TMCB2,Dacotah,3.941908714,236.3906029,2,One,6,Dacotah_1,Upland,Bred,11,8,Rhizosphere,28-Jun,180,B,0.054154433,26.11538752,1087.6,236.3906029,112.8383881,663.2434783,2.805709999,0.2542,2.8427,6.1085,0.7167,3.52,0.219456182,0.772485762,858.5834346,6.755283862,5.465485534,6.75607088,6.75607088,15.73,0.123913858,0.441297935,3.26E-06,0.76694151,1.003521687,5.215698795,3.569710843,1.43360241,7,-0.173701033,0.366598451,73.87,0.925646968,0.133028267,4.78E-07,1.724610811,,2016,11/4/2016,2009,0.55,3,6.72511,6.219220482,3.941908714,NA,,101.3980349,13.96402358,38.56715368,5.440286737,139.6241806,15.78469785,8.845540277,7.089176645,0.82,1.68,0.82,1.68,4/10/2017,9/20/2016,
A7,TMCA7,Blackwell,4.356846473,251.7821701,1,Three,4,Blackwell_3,Upland,Native,6,9,Rhizosphere,28-Jun,180,A,0.05084795,18.39810964,880.8086957,251.7821701,73.95014921,462.9304348,1.838614841,0.2495,2.4049,3.7614,0.2804,1.606,0.206708441,0.331973756,1394.479011,7.240276155,5.528564309,4.715599825,4.715599825,15.26,0.115372796,0.514872263,3.53E-06,0.833131172,0.675140964,3.001987952,2.238216867,0.253637349,7,-0.169324957,0.223296558,72.67,0.565007333,0.024394358,6.12E-08,0.193039088,,2016,11/4/2016,2009,0.51,3.6,8.07013,3.677128916,4.356846473,NA,,88.94213587,14.57553787,72.8977539,5.514301107,35.65418215,16.78006807,2.124793654,13.21976303,0.98,1.7,0.98,1.7,2/23/2017,9/27/2016,only had 900ul left at step 13 of DNAextraction
A2,TMCA2,Blackwell,7.792207792,921.8308823,2,One,2,Blackwell_1,Upland,Native,11,9,Rhizosphere,28-Jun,180,A,0.030553433,10.36824197,770.5913043,921.8308823,38.92876141,405.5652174,0.439956206,0.2484,2.4293,2.6923,0.0565,0.5114,0.214828897,0.109863498,3691.537448,8.213798303,6.826361782,4.131254124,4.131254124,14.04,0.111181622,0.637578442,4.34E-06,0.994207649,1.004746988,4.149686747,3.439012048,0.957368675,7,-0.108293287,0.347752151,70.19,0.604739875,0.000441606,1.15E-09,0.003740287,,2016,11/4/2016,2009,0.44,4.8,10.76017,5.154433735,7.792207792,NA,,108.4232661,20.75448844,39.9060301,7.456747069,152.2605244,24.62544698,6.183056272,5.351667387,1.16,1.71,1.16,1.71,2/23/2017,9/20/2016,
H1,TMCH1,Trailblazer,11.30820399,272.947374,1,One,30,Trailblazer_1,Upland,Bred,12,10,Rhizosphere,20-Jul,202,H,0.043470533,10.3215879,579.4869565,272.947374,44.14548495,323.2521739,1.184302194,0.2473,2.8788,3.7046,0.1103,1.0731,0.13356745,0.14333123,2255.280815,7.721029774,5.609279007,3.292779606,3.292779606,16.98,0.122549189,0.55299639,3.41E-06,0.779853385,3.022409639,2.054421687,4.537698795,0.714759036,7,0.025089501,0.21646988,89.46,0.596060038,0.147050562,1.18E-07,1.007482338,,2016,11/4/2016,2009,0.45,3.9,8.74264,5.076831325,11.30820399,NA,,153.0776573,33.8307324,105.2026714,25.80207873,106.3888576,14.86787715,7.155618554,4.077294411,1.15,1.71,1.15,1.71,3-Mar,9/23/2016,
D7,TMCD7,EG1101,5.732484076,290.7218661,1,Three,16,EG1101_3,Lowland,Bred,6,1,Rhizosphere,13-Jul,195,D,0.048320596,29.1962949,1454.573913,290.7218661,119.2740923,785.7130435,2.702627959,0.252,2.892,5.066,0.441,2.426,0.202851886,0.492118675,1596.592617,7.375627023,5.672367024,8.003596246,8.003596246,15.99,0.089263288,0.769514207,3.10E-06,0.707408531,0.816459036,3.169445783,1.471586747,1.507120482,7,-0.14388537,0.093589673,81.59,0.393073673,0.459475309,3.66E-07,1.860016962,small chunk of soil clinging to side appears drier than rest of soil,2016,11/4/2016,2010,0.51,3.8,8.51847,3.985904819,5.732484076,NA,,142.6295583,26.38055625,66.3654307,16.68035957,169.4758391,17.96332719,9.434546134,3.97865708,1.06,1.72,1.06,1.72,10/15/2017,9/27/2016,
H10,TMCH10,Trailblazer,8.874458874,NA,1,Four,29,Trailblazer_4,Upland,Bred,3,6,Rhizosphere,20-Jul,202,H,0.024875628,5.236219282,471.2521739,1629.46039,19.43533933,248.6956522,0.152624546,0.2482,2.8627,2.9135,0.0039,0.299,0.076771654,0.022954724,10834.18157,9.290461376,7.39600419,2.533316209,2.533316209,14.32,0.101264632,0.745230439,3.86E-06,0.86841756,1.870626506,2.132024096,5.072746988,1.683563855,7,0.393380034,0.457445783,86.49,0.566532406,0.216134913,2.49E-07,1.407441752,,2016,11/4/2016,2009,0.58,2.7,6.0526,4.002650602,8.874458874,NA,,172.3980865,36.15976963,92.02314986,22.22714002,178.6109703,25.80116594,6.922592983,4.14012553,1.07,1.72,1.07,1.72,3-Mar,9/28/2016,
H7,TMCH7,Trailblazer,7.343412527,360.0592391,1,Three,32,Trailblazer_3,Upland,Bred,6,7,Rhizosphere,20-Jul,202,H,0.044426142,13.30850662,692.2086957,360.0592391,56.31542105,403.4956522,1.120636852,0.2541,2.8531,3.9749,0.2721,1.3759,0.242556605,0.333733633,1209.035026,7.097577821,5.886268571,4.110172682,4.110172682,15.05,0.094758926,0.588450809,2.76E-06,0.641668202,0.117547229,3.402253012,0.015928916,0.59325,7,-0.415803046,-0.014516902,83.79,0.562792001,0.023240938,2.51E-08,0.150342691,,2016,11/4/2016,2009,0.57,3,6.72511,3.519800241,7.343412527,NA,,98.10728199,22.23534136,90.15458121,23.48843154,17.67266841,NA,NA,3.838254634,1.11,1.72,1.11,1.72,3-Mar,9/28/2016,
G1,TMCG1,Cave-in-Rock,6.369426752,353.406662,1,One,26,Cave-in-Rock_1,Upland,Native,12,11,Rhizosphere,20-Jul,202,G,0.044003121,27.04748582,1493.6,353.406662,105.3231631,761.8869565,2.15583643,0.2507,2.4147,4.5191,0.2949,2.3551,0.140134955,0.330031833,2308.525662,7.744364358,5.867619411,7.760893924,7.760893924,16.66,0.126418861,0.604197401,3.97E-06,0.87896372,1.792207229,3.140855422,0.404349398,0.706998795,7,-0.545959208,-0.198265404,82.98,0.60112414,0.022006173,2.69E-08,0.152051054,,2016,11/4/2016,2009,0.48,4.6,10.31183,4.933062651,6.369426752,NA,,152.6197706,31.04604443,85.84037753,19.42450038,148.3986513,21.52137788,6.89540661,4.419180718,1.41,1.73,1.41,1.73,2/2/2017,9/23/2016,
